Hashcode,Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,League,Teams,Leagues,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days
14144,JT Brubaker,PIT,29,28,28,0,0,144.0,157,75,147,54,17,3,12,0,0,0,4.69,1.47,NL,['PIT'],['NL'],589.0,0,0,0,"[2022, 2023, 2024]",0.3288590604026846,211,432.0,22.964285714285715,0,100,Active,0
786271,Dylan Bundy,MIN,30,29,29,0,0,140.0,151,76,94,28,24,8,8,0,0,0,4.89,1.28,AL,['MIN'],['AL'],571.0,0,0,0,"[2022, 2023, 2024]",0.29906542056074764,179,420.0,20.655172413793103,0,100,Active,0
927484,Zach Thompson,PIT,29,29,22,0,0,121.2,138,70,90,46,19,3,10,0,0,0,5.18,1.51,NL,['PIT'],['NL'],501.6,0,0,0,"[2022, 2023, 2024]",0.3348115299334812,184,363.6,18.882758620689657,0,100,Active,0
639829,Ian Anderson,ATL,24,22,22,0,0,111.2,115,62,97,54,12,10,6,0,0,0,5.0,1.51,NL,['ATL'],['NL'],448.6,0,0,0,"[2022, 2023, 2024]",0.3348115299334812,169,333.6,22.845454545454547,0,100,Active,0
894870,Drew Hutchison,DET,32,28,18,0,0,105.1,114,53,68,42,15,3,9,0,0,0,4.53,1.48,AL,['DET'],['AL'],429.29999999999995,0,0,0,"[2022, 2023, 2024]",0.33035714285714285,156,315.29999999999995,16.832142857142856,0,100,Active,0
370091,Adrian Sampson,CHC,31,21,19,0,0,104.1,101,36,73,27,10,4,5,0,0,0,3.11,1.23,NL,['CHC'],['NL'],413.29999999999995,0,0,0,"[2022, 2023, 2024]",0.2907801418439716,128,312.29999999999995,20.966666666666665,0,100,Active,0
122902,Chris Archer,MIN,34,25,25,0,0,102.2,87,52,84,48,12,2,8,0,0,0,4.56,1.31,AL,['MIN'],['AL'],393.6,0,0,0,"[2022, 2023, 2024]",0.3039443155452436,135,306.6,17.664,0,100,Active,0
251290,Mike Minor,CIN,35,19,19,0,0,98.0,120,66,76,40,24,4,12,0,0,0,6.06,1.63,NL,['CIN'],['NL'],414.0,0,0,0,"[2022, 2023, 2024]",0.3520518358531317,160,294.0,23.894736842105264,0,100,Active,0
1040074,Jason Alexander,MIL,30,18,11,0,0,71.2,88,43,46,28,12,2,3,0,0,0,5.4,1.62,NL,['MIL'],['NL'],301.6,0,0,0,"[2022, 2023, 2024]",0.35064935064935066,116,213.60000000000002,18.311111111111114,0,100,Active,0
117942,Caleb Smith,ARI,31,44,1,0,0,70.0,57,32,65,39,14,1,3,0,0,4,4.11,1.37,AL,['ARI'],['AL'],267.0,0,0,0,"[2022, 2023, 2024]",0.3135011441647597,96,210.0,6.954545454545454,0,100,Active,0
413821,Anibal Sanchez,WAS,39,14,14,0,0,69.1,55,33,48,33,13,4,6,0,0,0,4.28,1.27,NL,['WAS'],['NL'],262.29999999999995,0,0,0,"[2022, 2023, 2024]",0.29742388758782207,88,207.29999999999998,21.092857142857138,0,100,Active,0
963985,Steve Cishek,WAS,36,69,0,0,0,66.1,54,31,74,27,11,1,4,1,2,6,4.21,1.22,NL,['WAS'],['NL'],252.29999999999998,0,0,0,"[2022, 2023, 2024]",0.2890995260663507,81,198.29999999999998,4.047826086956521,0,100,Active,0
1030970,Jarlin Garcia,SF,30,58,0,0,0,65.0,60,27,56,18,10,1,4,1,2,4,3.74,1.2,NL,['SF'],['NL'],255.0,0,0,0,"[2022, 2023, 2024]",0.2857142857142857,78,195.0,4.706896551724138,0,100,Active,0
91948,Rowan Wick,CHC,30,64,0,0,0,64.0,79,30,69,29,9,4,7,9,5,5,4.22,1.69,NL,['CHC'],['NL'],271.0,0,0,0,"[2022, 2023, 2024]",0.36034115138592754,108,192.0,4.6875,0,100,Active,0
465751,David Phelps,TOR,36,65,1,0,0,63.2,52,20,64,31,2,0,2,1,1,9,2.83,1.3,AL,['TOR'],['AL'],241.60000000000002,0,0,0,"[2022, 2023, 2024]",0.3023255813953489,83,189.60000000000002,4.193846153846154,0,100,Active,0
84154,Davis Martin,CWS,26,14,9,0,0,63.1,63,34,48,19,8,3,6,0,1,0,4.83,1.29,AL,['CWS'],['AL'],252.3,0,0,0,"[2022, 2023, 2024]",0.30069930069930073,82,189.3,19.37857142857143,0,100,Active,0
838302,Elieser Hernandez,MIA,27,20,10,0,0,62.1,67,44,60,22,19,3,6,0,1,0,6.35,1.43,NL,['MIA'],['NL'],253.3,0,0,0,"[2022, 2023, 2024]",0.3227990970654628,89,186.3,13.765,0,100,Active,0
653770,Mark Melancon,ARI,38,62,0,0,0,56.0,63,29,35,21,5,3,10,18,3,1,4.66,1.5,AL,['ARI'],['AL'],231.0,0,0,0,"[2022, 2023, 2024]",0.3333333333333333,84,168.0,4.064516129032258,0,100,Active,0
256437,Rony Garcia,DET,25,16,8,0,0,51.0,40,25,48,13,9,3,3,0,0,0,4.41,1.04,AL,['DET'],['AL'],193.0,0,0,0,"[2022, 2023, 2024]",0.25742574257425743,53,153.0,12.875,0,100,Active,0
511362,Hirokazu Sawamura,BOS,35,49,0,0,0,50.2,45,21,40,27,4,1,1,0,0,3,3.73,1.42,AL,['BOS'],['AL'],195.60000000000002,0,0,0,"[2022, 2023, 2024]",0.3212669683257918,72,150.60000000000002,4.542857142857144,0,100,Active,0
25696,Brett Martin,TEX,27,55,1,0,0,50.0,50,23,40,18,4,1,7,3,3,7,4.14,1.36,AL,['TEX'],['AL'],200.0,0,0,0,"[2022, 2023, 2024]",0.3119266055045872,68,150.0,3.963636363636364,0,100,Active,0
802075,Noe Ramirez,ARI,33,55,0,0,0,50.0,45,29,51,26,9,5,4,0,4,11,5.22,1.42,AL,['ARI'],['AL'],195.0,0,0,0,"[2022, 2023, 2024]",0.3212669683257918,71,150.0,4.0181818181818185,0,100,Active,0
453145,Lance McCullers,HOU,29,8,8,0,0,47.2,37,12,50,22,4,4,2,0,0,0,2.27,1.24,AL,['HOU'],['AL'],178.60000000000002,0,0,0,"[2022, 2023, 2024]",0.29245283018867924,59,141.60000000000002,25.075000000000003,0,100,Active,0
943756,Jhoulys Chacin,COL,35,35,0,0,0,47.1,55,40,37,21,7,4,2,0,0,2,7.61,1.61,NL,['COL'],['NL'],196.3,0,0,0,"[2022, 2023, 2024]",0.3492407809110629,76,141.3,6.208571428571429,0,100,Active,0
369816,Michael Pineda,DET,34,11,11,0,0,46.2,58,30,26,8,13,2,7,0,0,0,5.79,1.41,AL,['DET'],['AL'],196.60000000000002,0,0,0,"[2022, 2023, 2024]",0.31972789115646255,66,138.60000000000002,18.6,0,100,Active,0
999296,Jake Odorizzi,ATL,33,44,44,0,0,212.2,212,104,172,70,28,12,12,0,0,0,5.24,1.55,NL,"['HOU', 'ATL']","['NL', 'AL']",848.5999999999999,0,0,0,"[2022, 2023, 2024]",0.34065934065934067,282,636.5999999999999,20.877272727272725,0,100,Active,0
623734,Matt Foster,CWS,28,48,0,0,0,45.0,43,22,42,17,6,1,2,1,0,5,4.4,1.33,AL,['CWS'],['AL'],178.0,0,0,0,"[2022, 2023, 2024]",0.3071593533487298,60,135.0,4.0625,0,100,Active,0
943140,Corey Knebel,PHI,31,46,0,0,0,44.2,33,17,41,28,4,3,5,12,4,2,3.43,1.37,NL,['PHI'],['NL'],165.60000000000002,0,0,0,"[2022, 2023, 2024]",0.3135011441647597,61,132.60000000000002,4.208695652173914,0,100,Active,0
96331,Humberto Castellanos,ARI,25,11,9,0,0,44.1,50,28,32,12,7,3,2,0,0,0,5.68,1.4,AL,['ARI'],['AL'],182.3,0,0,0,"[2022, 2023, 2024]",0.3181818181818181,62,132.3,17.663636363636364,0,100,Active,0
720417,Matt Wisler,TB,30,39,5,0,0,44.0,30,11,35,14,6,3,3,1,3,5,2.25,1.0,AL,['TB'],['AL'],162.0,0,0,0,"[2022, 2023, 2024]",0.25,44,132.0,4.512820512820513,0,100,Active,0
120719,Tommy Nance,MIA,32,35,2,0,0,43.2,45,21,57,21,5,2,3,0,2,2,4.33,1.51,NL,['MIA'],['NL'],174.60000000000002,0,0,0,"[2022, 2023, 2024]",0.3348115299334812,66,129.60000000000002,5.588571428571429,0,100,Active,0
870861,Lucas Gilbreath,COL,27,47,0,0,0,43.0,37,20,49,26,2,2,0,0,2,12,4.19,1.47,NL,['COL'],['NL'],166.0,0,0,0,"[2022, 2023, 2024]",0.3288590604026846,63,129.0,4.085106382978723,0,100,Active,0
918910,Garrett Richards,TEX,34,32,2,0,0,42.2,44,25,36,13,3,1,1,1,0,3,5.27,1.34,AL,['TEX'],['AL'],170.60000000000002,0,0,0,"[2022, 2023, 2024]",0.30875576036866365,57,126.60000000000001,5.737500000000001,0,100,Active,0
366919,Victor Arano,WAS,28,43,0,0,0,42.0,47,21,44,12,5,1,1,1,1,7,4.5,1.4,NL,['WAS'],['NL'],173.0,0,0,0,"[2022, 2023, 2024]",0.3181818181818181,59,126.0,4.3023255813953485,0,100,Active,0
704734,Craig Stammen,SD,39,33,1,0,0,40.2,45,20,35,10,9,1,2,0,1,2,4.43,1.35,NL,['SD'],['NL'],165.60000000000002,0,0,0,"[2022, 2023, 2024]",0.31034482758620696,55,120.60000000000001,5.321212121212122,0,100,Active,0
233565,David Price,LAD,37,40,0,0,0,40.1,38,11,37,9,6,2,0,2,2,4,2.45,1.17,AL,['LAD'],['AL'],158.3,0,0,0,"[2022, 2023, 2024]",0.2805755395683453,47,120.30000000000001,4.1825,0,100,Active,0
953011,Tyler Danish,BOS,28,32,0,0,0,40.1,40,23,32,12,7,3,1,0,0,3,5.13,1.29,AL,['BOS'],['AL'],160.3,0,0,0,"[2022, 2023, 2024]",0.30069930069930073,52,120.30000000000001,5.384375,0,100,Active,0
308381,Dillon Peters,PIT,30,22,4,0,0,39.1,35,20,26,17,5,5,2,0,0,3,4.58,1.32,NL,['PIT'],['NL'],152.3,0,0,0,"[2022, 2023, 2024]",0.3055555555555555,52,117.30000000000001,7.695454545454546,0,100,Active,0
844851,Wily Peralta,DET,33,28,1,0,0,38.1,34,11,32,24,2,2,0,0,0,2,2.58,1.51,AL,['DET'],['AL'],148.3,0,0,0,"[2022, 2023, 2024]",0.3348115299334812,58,114.30000000000001,6.153571428571429,0,100,Active,0
203035,Kirk McCarty,CLE,27,13,2,0,0,37.2,37,19,26,13,11,4,3,0,0,0,4.54,1.33,AL,['CLE'],['AL'],148.60000000000002,0,0,0,"[2022, 2023, 2024]",0.3071593533487298,50,111.60000000000001,12.430769230769233,0,100,Active,0
427901,Art Warren,CIN,30,39,0,0,0,36.0,37,26,40,22,6,2,3,3,3,4,6.5,1.64,NL,['CIN'],['NL'],145.0,0,0,0,"[2022, 2023, 2024]",0.35344827586206895,59,108.0,4.282051282051282,0,100,Active,0
860048,Ralph Garza,TB,29,19,0,0,0,35.0,38,13,17,16,4,2,2,0,2,0,3.34,1.54,AL,['TB'],['AL'],143.0,0,0,0,"[2022, 2023, 2024]",0.3392070484581498,54,105.0,8.368421052631579,0,100,Active,0
11933,Matt Swarmer,CHC,29,11,5,0,0,34.0,33,19,36,20,12,2,3,0,0,0,5.03,1.56,NL,['CHC'],['NL'],135.0,0,0,0,"[2022, 2023, 2024]",0.3421052631578947,53,102.0,14.090909090909092,0,100,Active,0
840130,Justin Dunn,CIN,27,7,7,0,0,31.0,32,21,21,17,11,1,3,0,0,0,6.1,1.58,NL,['CIN'],['NL'],125.0,0,0,0,"[2022, 2023, 2024]",0.34497816593886466,49,93.0,20.285714285714285,0,100,Active,0
790029,J.B. Wendelken,ARI,30,29,0,0,0,29.0,25,17,21,14,4,2,1,0,0,1,5.28,1.34,AL,['ARI'],['AL'],112.0,0,0,0,"[2022, 2023, 2024]",0.30875576036866365,39,87.0,4.344827586206897,0,100,Active,0
404913,Aaron Sanchez,MIN,30,30,20,0,0,118.6,156,88,82,30,16,6,8,0,0,0,4.71,1.33,AL,"['WAS', 'MIN']","['AL', 'NL']",511.79999999999995,0,0,0,"[2022, 2023, 2024]",0.3071593533487298,186,355.79999999999995,18.06,0,100,Active,0
973639,Sean Poppen,ARI,29,29,0,0,0,28.2,27,14,22,12,5,2,2,0,1,4,4.4,1.36,AL,['ARI'],['AL'],111.6,0,0,0,"[2022, 2023, 2024]",0.3119266055045872,39,84.6,4.2620689655172415,0,100,Active,0
467059,Jandel Gustave,MIL,30,27,0,0,0,28.0,25,12,27,11,4,2,0,0,0,2,3.86,1.29,NL,['MIL'],['NL'],109.0,0,0,0,"[2022, 2023, 2024]",0.30069930069930073,36,84.0,4.444444444444445,0,100,Active,0
761516,Joe Smith,MIN,39,34,0,0,0,27.1,33,14,17,9,7,1,1,0,2,14,4.61,1.54,AL,['MIN'],['AL'],114.30000000000001,0,0,0,"[2022, 2023, 2024]",0.3392070484581498,42,81.30000000000001,3.6264705882352946,0,100,Active,0
900966,Shane Baz,TB,23,6,6,0,0,27.0,27,15,30,9,5,1,2,0,0,0,5.0,1.33,AL,['TB'],['AL'],108.0,0,0,0,"[2022, 2023, 2024]",0.3071593533487298,36,81.0,19.5,0,100,Active,0
169945,Josh Rogers,WAS,28,16,3,0,0,26.1,24,15,12,11,6,2,2,0,0,1,5.13,1.33,NL,['WAS'],['NL'],102.30000000000001,0,0,0,"[2022, 2023, 2024]",0.3071593533487298,35,78.30000000000001,7.081250000000001,0,100,Active,0
45677,Ross Detwiler,CIN,37,30,0,0,0,26.1,31,13,28,10,5,0,2,1,0,1,4.44,1.56,NL,['CIN'],['NL'],109.30000000000001,0,0,0,"[2022, 2023, 2024]",0.3421052631578947,41,78.30000000000001,3.976666666666667,0,100,Active,0
974525,Hansel Robles,BOS,32,26,0,0,0,24.2,25,16,21,14,5,1,3,2,6,7,5.84,1.58,AL,['BOS'],['AL'],97.6,0,0,0,"[2022, 2023, 2024]",0.34497816593886466,39,72.6,4.292307692307692,0,100,Active,0
617320,Miguel Yajure,PIT,24,12,1,0,0,24.1,31,24,16,16,3,1,1,1,0,0,8.88,1.93,NL,['PIT'],['NL'],103.30000000000001,0,0,0,"[2022, 2023, 2024]",0.39148073022312374,47,72.30000000000001,9.941666666666668,0,100,Active,0
981758,Luis Perdomo,MIL,29,14,0,0,0,23.2,24,10,12,3,4,3,0,0,0,1,3.8,1.14,NL,['MIL'],['NL'],93.6,0,0,0,"[2022, 2023, 2024]",0.2753623188405797,27,69.6,6.8999999999999995,0,100,Active,0
385934,Adonis Medina,NYM,26,14,0,0,0,23.2,30,16,17,6,2,1,0,1,0,0,6.08,1.52,NL,['NYM'],['NL'],99.6,0,0,0,"[2022, 2023, 2024]",0.336283185840708,36,69.6,7.542857142857143,0,100,Active,0
669295,Corbin Martin,ARI,27,7,2,0,0,22.1,25,12,21,12,3,0,1,0,0,0,4.84,1.66,AL,['ARI'],['AL'],91.30000000000001,0,0,0,"[2022, 2023, 2024]",0.3562231759656652,37,66.30000000000001,14.757142857142858,0,100,Active,0
324,Lou Trivino,NYY,31,128,0,0,0,106.4,128,54,134,48,12,4,16,22,6,8,1.66,1.29,AL,"['OAK', 'NYY']",['AL'],447.20000000000005,0,0,0,"[2022, 2023, 2024]",0.30069930069930073,176,319.20000000000005,3.8687500000000004,0,100,Active,0
952004,Darren O'Day,ATL,40,28,0,0,0,21.2,19,10,26,10,3,2,2,0,1,6,4.15,1.34,NL,['ATL'],['NL'],82.6,0,0,0,"[2022, 2023, 2024]",0.30875576036866365,29,63.599999999999994,3.307142857142857,0,100,Active,0
647070,Jackson Tetreault,WAS,26,4,4,0,0,21.0,23,12,9,10,4,2,2,0,0,0,5.14,1.57,NL,['WAS'],['NL'],86.0,0,0,0,"[2022, 2023, 2024]",0.3435448577680525,33,63.0,24.0,0,100,Active,0
299536,Anthony Gose,CLE,32,22,0,0,0,21.0,15,11,28,14,4,3,0,0,1,0,4.71,1.38,AL,['CLE'],['AL'],78.0,0,0,0,"[2022, 2023, 2024]",0.3150684931506849,29,63.0,4.181818181818182,0,100,Active,0
617226,Jesus Tinoco,TEX,27,17,2,0,0,20.2,12,5,18,10,2,0,0,0,0,4,2.18,1.06,AL,['TEX'],['AL'],72.6,0,0,0,"[2022, 2023, 2024]",0.2610837438423645,22,60.599999999999994,4.858823529411764,0,100,Active,0
686711,Bryan Garcia,DET,27,4,4,0,0,20.1,14,8,17,10,3,2,0,0,0,0,3.54,1.18,AL,['DET'],['AL'],74.30000000000001,0,0,0,"[2022, 2023, 2024]",0.2822966507177034,24,60.300000000000004,21.075000000000003,0,100,Active,0
84662,Ashton Goudeau,COL,30,12,0,0,0,20.1,25,16,16,10,3,1,0,1,0,0,7.08,1.72,NL,['COL'],['NL'],85.30000000000001,0,0,0,"[2022, 2023, 2024]",0.364406779661017,35,60.300000000000004,7.941666666666667,0,100,Active,0
71550,Kohei Arihara,TEX,30,5,4,0,0,20.0,36,21,14,11,4,1,3,0,0,0,9.45,2.35,AL,['TEX'],['AL'],96.0,0,0,0,"[2022, 2023, 2024]",0.4392523364485982,47,60.0,21.4,0,100,Active,0
982521,Norge Ruiz,OAK,29,14,0,0,0,19.0,30,15,18,7,4,0,1,0,1,1,7.11,1.95,AL,['OAK'],['AL'],87.0,0,0,0,"[2022, 2023, 2024]",0.3939393939393939,37,57.0,6.714285714285714,0,100,Active,0
817427,Ronald Bolanos,KC,26,8,0,0,0,18.1,20,9,12,12,2,0,0,0,0,0,4.42,1.75,AL,['KC'],['AL'],74.30000000000001,0,0,0,"[2022, 2023, 2024]",0.3684210526315789,32,54.300000000000004,10.787500000000001,0,100,Active,0
641547,Sam Selman,OAK,32,16,0,0,0,18.1,16,10,18,5,4,0,0,0,1,0,4.91,1.15,AL,['OAK'],['AL'],70.30000000000001,0,0,0,"[2022, 2023, 2024]",0.2771084337349397,21,54.300000000000004,4.706250000000001,0,100,Active,0
172305,Anderson Espinoza,CHC,25,7,0,0,0,18.1,14,11,19,16,4,0,2,0,0,0,5.4,1.64,NL,['CHC'],['NL'],68.30000000000001,0,0,0,"[2022, 2023, 2024]",0.35344827586206895,30,54.300000000000004,12.042857142857144,0,100,Active,0
178792,James Norwood,PHI,29,20,0,0,0,17.1,24,16,22,9,2,1,0,0,0,1,8.31,1.9,NL,['PHI'],['NL'],75.30000000000001,0,0,0,"[2022, 2023, 2024]",0.38775510204081626,33,51.300000000000004,4.215000000000001,0,100,Active,0
316925,Taylor Widener,ARI,28,14,0,0,0,17.1,22,7,14,5,2,0,1,0,1,1,3.63,1.56,AL,['ARI'],['AL'],73.30000000000001,0,0,0,"[2022, 2023, 2024]",0.3421052631578947,27,51.300000000000004,5.592857142857143,0,100,Active,0
276114,Jacob Lemoine,OAK,29,9,0,0,0,16.1,18,14,13,7,4,0,0,0,0,0,7.71,1.53,AL,['OAK'],['AL'],66.30000000000001,0,0,0,"[2022, 2023, 2024]",0.33774834437086093,25,48.300000000000004,8.144444444444446,0,100,Active,0
131511,Phillips Valdez,BOS,31,13,0,0,0,16.1,12,8,13,7,0,0,1,0,0,0,4.41,1.16,AL,['BOS'],['AL'],60.300000000000004,0,0,0,"[2022, 2023, 2024]",0.2788461538461538,19,48.300000000000004,5.176923076923078,0,100,Active,0
43345,Cody Stashak,MIN,28,11,0,0,0,16.1,16,7,15,0,1,3,0,0,0,1,3.86,0.98,AL,['MIN'],['AL'],64.30000000000001,0,0,0,"[2022, 2023, 2024]",0.24623115577889446,16,48.300000000000004,5.845454545454547,0,100,Active,0
691891,Blake Taylor,HOU,27,19,0,0,0,16.0,15,7,9,10,1,1,1,0,0,4,3.94,1.56,AL,['HOU'],['AL'],63.0,0,0,0,"[2022, 2023, 2024]",0.3421052631578947,25,48.0,3.8421052631578947,0,100,Active,0
393011,Kyle Crick,CWS,30,14,0,0,0,15.2,10,7,19,11,0,2,0,0,0,3,4.02,1.34,AL,['CWS'],['AL'],55.599999999999994,0,0,0,"[2022, 2023, 2024]",0.30875576036866365,21,45.599999999999994,4.757142857142857,0,100,Active,0
777325,Justin Grimm,OAK,33,15,0,0,0,15.1,18,7,11,7,1,0,0,0,0,3,4.11,1.63,AL,['OAK'],['AL'],63.3,0,0,0,"[2022, 2023, 2024]",0.3520518358531317,25,45.3,4.6866666666666665,0,100,Active,0
900227,Jose Alvarez,SF,33,21,0,0,0,15.1,17,9,15,9,3,2,1,1,2,1,5.28,1.7,NL,['SF'],['NL'],62.3,0,0,0,"[2022, 2023, 2024]",0.36170212765957444,26,45.3,3.395238095238095,0,100,Active,0
794995,Robert Gsellman,CHC,29,8,0,0,0,15.1,17,8,9,3,2,0,2,1,1,0,4.7,1.3,NL,['CHC'],['NL'],62.3,0,0,0,"[2022, 2023, 2024]",0.3023255813953489,20,45.3,8.1625,0,100,Active,0
149753,Jeremy Beasley,TOR,27,9,0,0,0,15.0,14,8,19,5,4,0,0,0,0,0,4.8,1.27,AL,['TOR'],['AL'],59.0,0,0,0,"[2022, 2023, 2024]",0.29742388758782207,19,45.0,7.111111111111111,0,100,Active,0
720226,Phoenix Sanders,TB,27,8,0,0,0,14.2,12,5,12,3,0,0,0,0,0,0,3.07,1.02,AL,['TB'],['AL'],54.599999999999994,0,0,0,"[2022, 2023, 2024]",0.2537313432835821,15,42.599999999999994,7.199999999999999,0,100,Active,0
480966,Drew Steckenrider,SEA,32,16,0,0,0,14.1,21,9,10,5,2,0,2,2,2,4,5.65,1.81,AL,['SEA'],['AL'],63.3,0,0,0,"[2022, 2023, 2024]",0.37629937629937626,26,42.3,4.26875,0,100,Active,0
858667,Anthony Castro,CLE,28,12,0,0,0,13.1,19,11,12,10,5,0,0,0,1,0,7.43,2.18,AL,['CLE'],['AL'],58.3,0,0,0,"[2022, 2023, 2024]",0.4208494208494209,29,39.3,5.691666666666666,0,100,Active,0
547290,Miguel Sanchez,MIL,29,12,0,0,0,13.1,12,6,9,8,3,1,1,0,0,2,4.05,1.5,NL,['MIL'],['NL'],51.3,0,0,0,"[2022, 2023, 2024]",0.3333333333333333,20,39.3,4.941666666666666,0,100,Active,0
297096,Kodi Whitley,STL,28,14,0,0,0,12.2,11,8,12,9,2,2,0,0,0,1,5.68,1.58,NL,['STL'],['NL'],47.599999999999994,0,0,0,"[2022, 2023, 2024]",0.34497816593886466,20,36.599999999999994,4.042857142857143,0,100,Active,0
19580,Angel De Jesus,DET,26,8,0,0,0,12.2,9,3,7,4,2,0,0,0,0,0,2.13,1.03,AL,['DET'],['AL'],45.599999999999994,0,0,0,"[2022, 2023, 2024]",0.25558312655086846,13,36.599999999999994,6.199999999999999,0,100,Active,0
992893,Scott Effross,NYY,29,120,2,0,0,112.4,90,32,124,30,6,2,8,8,4,32,2.13,1.03,AL,"['CHC', 'NYY']","['AL', 'NL']",427.20000000000005,0,0,0,"[2022, 2023, 2024]",0.25558312655086846,120,337.20000000000005,3.8100000000000005,0,100,Active,0
18591,Justus Sheffield,SEA,26,6,1,0,0,11.2,9,5,7,6,1,1,0,0,0,0,3.86,1.29,AL,['SEA'],['AL'],42.599999999999994,0,0,0,"[2022, 2023, 2024]",0.30069930069930073,15,33.599999999999994,8.1,0,100,Active,0
838625,Aaron Fletcher,PIT,27,9,0,0,0,11.2,10,9,6,4,2,0,1,0,0,0,6.94,1.2,NL,['PIT'],['NL'],43.599999999999994,0,0,0,"[2022, 2023, 2024]",0.2857142857142857,14,33.599999999999994,5.288888888888888,0,100,Active,0
396550,Yoan Lopez,NYM,30,8,0,0,0,11.0,14,7,10,5,2,1,0,0,0,0,5.73,1.73,NL,['NYM'],['NL'],47.0,0,0,0,"[2022, 2023, 2024]",0.3657505285412262,19,33.0,6.5,0,100,Active,0
484326,Dusten Knight,TB,32,6,0,0,0,11.0,11,7,9,4,4,0,1,0,0,0,5.73,1.36,AL,['TB'],['AL'],44.0,0,0,0,"[2022, 2023, 2024]",0.3119266055045872,15,33.0,8.0,0,100,Active,0
713581,Jake Fishman,MIA,28,7,0,0,0,11.0,13,5,6,0,0,0,0,0,0,2,4.09,1.18,NL,['MIA'],['NL'],46.0,0,0,0,"[2022, 2023, 2024]",0.2822966507177034,13,33.0,6.571428571428571,0,100,Active,0
141263,T.J. Zeuch,CIN,27,3,3,0,0,10.2,24,18,5,7,5,0,3,0,0,0,15.19,2.91,NL,['CIN'],['NL'],54.599999999999994,0,0,0,"[2022, 2023, 2024]",0.4923857868020305,31,30.599999999999998,20.53333333333333,0,100,Active,0
669521,Mark Appel,PHI,31,6,0,0,0,10.1,9,2,5,3,0,0,0,0,0,0,1.74,1.16,NL,['PHI'],['NL'],39.3,0,0,0,"[2022, 2023, 2024]",0.2788461538461538,12,30.299999999999997,7.05,0,100,Active,0
358301,Travis Lakins,BAL,28,6,0,0,0,10.1,14,11,8,6,3,0,1,0,0,0,9.58,1.94,AL,['BAL'],['AL'],44.3,0,0,0,"[2022, 2023, 2024]",0.3927125506072875,20,30.299999999999997,8.383333333333333,0,100,Active,0
988306,Beau Sulser,PIT,28,20,0,0,0,42.8,48,18,38,18,6,0,0,0,0,0,3.72,1.45,NL,"['BAL', 'PIT']","['NL', 'AL']",176.39999999999998,0,0,0,"[2022, 2023, 2024]",0.32584269662921345,66,128.39999999999998,9.719999999999999,0,100,Active,0
228380,Tyler Thornburg,ATL,34,28,0,0,0,36.599999999999994,32,14,28,22,2,0,2,0,2,0,3.86,1.82,NL,"['ATL', 'MIN']","['NL', 'AL']",141.79999999999998,0,0,0,"[2022, 2023, 2024]",0.3775933609958506,54,109.79999999999998,5.85,0,100,Active,0
269871,Wyatt Mills,SEA,28,54,0,0,0,56.8,52,30,52,26,2,0,2,0,0,8,4.15,0.92,AL,"['SEA', 'KC']",['AL'],222.39999999999998,0,0,0,"[2022, 2023, 2024]",0.23469387755102042,78,170.39999999999998,4.6,0,100,Active,0
320015,Manny Banuelos,NYY,32,70,0,0,0,80.60000000000001,64,40,84,42,4,4,2,2,2,12,2.16,1.2,AL,"['PIT', 'NYY']","['AL', 'NL']",305.8,0,0,0,"[2022, 2023, 2024]",0.2857142857142857,106,241.8,4.968571428571429,0,100,Active,0
909652,Jharel Cotton,SF,31,60,0,0,0,86.0,68,34,78,40,14,8,4,0,4,4,6.75,1.88,NL,"['SF', 'MIN']","['NL', 'AL']",326.0,0,0,0,"[2022, 2023, 2024]",0.38524590163934425,108,258.0,6.1,0,100,Active,0
229518,Jake McGee,MIL,36,378,0,0,0,326.70000000000005,369,252,225,108,54,9,27,27,36,36,6.35,1.41,NL,"['WAS', 'SF', 'MIL']",['NL'],1349.1000000000001,0,0,0,"[2022, 2023, 2024]",0.31972789115646255,477,980.1000000000001,3.8547619047619053,0,100,Active,0
343144,Robert Dugger,TB,27,8,2,0,0,30.599999999999998,38,22,38,14,6,0,2,0,0,0,5.06,1.5,AL,"['TB', 'CIN']","['AL', 'NL']",129.8,0,0,0,"[2022, 2023, 2024]",0.3333333333333333,52,91.8,17.975,0,100,Active,0
70045,Louis Head,BAL,32,56,0,0,0,56.4,64,40,52,30,8,0,0,2,0,2,1.8,2.0,AL,"['BAL', 'MIA']","['AL', 'NL']",233.2,0,0,0,"[2022, 2023, 2024]",0.4,94,169.2,4.7,0,100,Active,0
153520,Luke Farrell,CIN,31,12,4,0,0,30.0,36,18,28,14,6,0,0,0,0,0,9.0,2.5,NL,"['CIN', 'CHC']",['NL'],126.0,0,0,0,"[2022, 2023, 2024]",0.45454545454545453,50,90.0,11.666666666666666,0,100,Active,0
120526,Sergio Romo,TOR,40,46,0,0,0,34.6,38,30,28,12,14,0,2,0,0,8,4.91,0.82,AL,"['TOR', 'SEA']",['AL'],141.8,0,0,0,"[2022, 2023, 2024]",0.21465968586387435,50,103.80000000000001,3.3434782608695657,0,100,Active,0
