Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days
206318,Justin Turner,TOR,1B,39,36,124,17,31,8,0,4,16,0,2,12,23,0,2,2,0.25,0.326,0.411,0.737,AL,['TOR'],['AL'],[2024],45,95,0,100,Active,0
758502,Ozzie Albies,ATL,2B,27,30,124,19,34,9,0,3,19,2,1,9,20,0,0,3,0.274,0.338,0.419,0.757,NL,['ATL'],['NL'],[2024],46,93,0,100,Active,0
168006,Cedric Mullins,BAL,OF,29,38,124,17,23,3,0,6,18,6,2,8,35,0,2,1,0.185,0.24,0.354,0.594,AL,['BAL'],['AL'],[2024],32,102,0,100,Active,0
494711,Brett Baty,NYM,3B,24,38,123,14,29,2,0,3,13,0,0,10,33,1,0,1,0.236,0.298,0.325,0.623,NL,['NYM'],['NL'],[2024],40,95,0,100,Active,0
892008,Logan O'Hoppe,LAA,C,24,36,123,14,33,6,1,2,16,0,0,7,30,1,0,2,0.268,0.318,0.382,0.7,AL,['LAA'],['AL'],[2024],42,92,0,100,Active,0
28464,MJ Melendez,KC,OF,25,38,123,10,23,6,2,4,12,2,0,9,34,0,0,0,0.187,0.242,0.365,0.607,AL,['KC'],['AL'],[2024],32,100,0,100,Active,0
281067,Oswaldo Cabrera,NYY,OF,25,36,123,18,31,5,0,4,19,2,0,8,24,0,1,0,0.252,0.297,0.39,0.687,AL,['NYY'],['AL'],[2024],39,92,0,100,Active,0
198408,Brandon Marsh,PHI,OF,26,37,123,13,31,3,1,6,21,7,0,10,42,0,3,0,0.252,0.308,0.439,0.747,NL,['PHI'],['NL'],[2024],41,92,0,100,Active,0
608397,Elehuris Montero,COL,3B,25,36,122,9,26,4,0,2,14,0,0,8,26,0,2,0,0.213,0.261,0.295,0.556,NL,['COL'],['NL'],[2024],34,96,0,100,Active,0
596465,Tim Anderson,MIA,SS,30,36,122,9,24,3,0,0,6,3,1,6,38,0,0,0,0.197,0.234,0.221,0.455,NL,['MIA'],['NL'],[2024],30,98,0,100,Active,0
460377,Charlie Blackmon,COL,OF,37,34,121,17,30,7,3,1,18,2,0,11,16,0,0,0,0.248,0.31,0.38,0.69,NL,['COL'],['NL'],[2024],41,91,0,100,Active,0
614818,Mitch Garver,SEA,C,33,36,121,13,21,6,0,5,13,0,0,17,47,0,2,3,0.174,0.29,0.347,0.637,AL,['SEA'],['AL'],[2024],41,103,0,100,Active,0
700739,Josh Smith,TEX,SS,26,41,121,21,33,11,1,2,17,1,0,14,30,0,0,6,0.273,0.375,0.429,0.804,AL,['TEX'],['AL'],[2024],53,94,0,100,Active,0
752787,Jackson Chourio,MIL,OF,20,37,121,15,25,2,0,4,13,6,1,8,36,1,1,0,0.207,0.255,0.322,0.577,NL,['MIL'],['NL'],[2024],33,96,0,100,Active,0
512867,Ryan Jeffers,MIN,C,26,35,120,21,35,12,0,9,30,1,0,9,27,0,3,8,0.292,0.379,0.616,0.995,AL,['MIN'],['AL'],[2024],52,93,0,100,Active,0
915660,Connor Joe,PIT,OF,31,35,120,22,35,10,0,5,20,2,1,13,25,0,0,1,0.292,0.365,0.5,0.865,NL,['PIT'],['NL'],[2024],49,86,0,100,Active,0
749995,Gavin Sheets,CWS,OF,28,36,120,11,29,11,0,3,12,1,0,17,25,0,1,3,0.242,0.35,0.408,0.758,AL,['CWS'],['AL'],[2024],49,94,0,100,Active,0
372281,Mike Tauchman,CHC,OF,33,38,119,25,32,9,0,3,12,3,1,25,26,0,1,2,0.269,0.404,0.42,0.824,NL,['CHC'],['NL'],[2024],59,89,0,100,Active,0
647828,Blake Perkins,MIL,OF,27,33,119,20,26,4,0,4,13,3,1,14,37,0,0,3,0.218,0.316,0.352,0.667,NL,['MIL'],['NL'],[2024],43,96,0,100,Active,0
12261,Jorge Soler,SF,OF,32,34,119,14,24,4,0,5,8,0,0,14,33,0,1,2,0.202,0.296,0.361,0.657,NL,['SF'],['NL'],[2024],40,97,0,100,Active,0
551211,Javier Baez,DET,SS,31,35,119,8,20,4,0,1,13,6,0,5,27,0,3,1,0.168,0.208,0.226,0.434,AL,['DET'],['AL'],[2024],26,100,0,100,Active,0
194476,Will Brennan,CLE,OF,26,37,119,14,28,5,1,4,14,2,1,7,19,0,1,1,0.235,0.283,0.394,0.677,AL,['CLE'],['AL'],[2024],36,92,0,100,Active,0
925981,Bryson Stott,PHI,2B,26,37,119,23,33,5,2,4,25,10,1,19,23,0,4,1,0.277,0.381,0.453,0.834,NL,['PHI'],['NL'],[2024],53,87,0,100,Active,0
310133,Luis Garcia,WSH,2B,23,34,118,9,35,10,0,3,20,7,0,9,24,0,0,0,0.297,0.346,0.457,0.802,NL,['WSH'],['NL'],[2024],44,83,0,100,Active,0
256710,Jack Suwinski,PIT,OF,25,41,118,13,21,5,0,3,12,3,0,15,30,0,1,0,0.178,0.27,0.296,0.566,NL,['PIT'],['NL'],[2024],36,97,0,100,Active,0
20161,Brayan Rocchio,CLE,SS,23,37,118,18,25,8,0,0,7,7,2,14,24,1,2,1,0.212,0.3,0.279,0.579,AL,['CLE'],['AL'],[2024],40,94,0,100,Active,0
661131,Tyler Freeman,CLE,3B,24,36,117,20,22,5,0,4,13,4,3,11,24,1,1,6,0.188,0.291,0.333,0.624,AL,['CLE'],['AL'],[2024],39,101,0,100,Active,0
360419,Matt Vierling,DET,OF,27,37,117,14,31,4,2,3,15,0,0,3,28,0,1,1,0.265,0.289,0.41,0.699,AL,['DET'],['AL'],[2024],35,87,0,100,Active,0
17895,Isiah Kiner-Falefa,TOR,OF,29,40,116,11,31,3,1,2,12,2,0,7,22,0,1,1,0.267,0.314,0.362,0.675,AL,['TOR'],['AL'],[2024],39,86,0,100,Active,0
921008,Christian Encarnacion-Strand,CIN,1B,24,29,116,13,22,6,0,2,16,0,0,4,35,0,2,1,0.19,0.223,0.293,0.516,NL,['CIN'],['NL'],[2024],27,95,0,100,Active,0
961100,Wyatt Langford,TEX,OF,22,31,116,13,26,3,1,1,11,1,1,11,29,0,1,1,0.224,0.296,0.293,0.589,AL,['TEX'],['AL'],[2024],38,91,0,100,Active,0
449617,Colt Keith,DET,3B,22,35,115,8,20,3,0,0,10,3,1,10,21,0,1,0,0.174,0.24,0.2,0.44,AL,['DET'],['AL'],[2024],30,95,0,100,Active,0
146337,Kerry Carpenter,DET,OF,26,39,115,14,32,8,2,5,18,0,0,7,30,0,1,3,0.278,0.336,0.513,0.849,AL,['DET'],['AL'],[2024],42,86,0,100,Active,0
638323,Nelson Velazquez,KC,OF,25,36,115,17,26,7,0,2,8,1,0,9,40,0,0,2,0.226,0.293,0.339,0.632,AL,['KC'],['AL'],[2024],37,91,0,100,Active,0
723630,Andrew McCutchen,PIT,DH,37,32,115,16,23,3,0,4,9,1,1,17,37,0,0,2,0.2,0.313,0.33,0.643,NL,['PIT'],['NL'],[2024],42,94,0,100,Active,0
851540,Tyler O'Neill,BOS,OF,28,32,113,24,30,6,0,10,16,1,0,19,40,0,0,2,0.265,0.38,0.584,0.964,AL,['BOS'],['AL'],[2024],51,85,0,100,Active,0
125095,Harrison Bader,NYM,OF,29,34,113,15,30,3,0,1,7,5,3,6,29,0,0,2,0.265,0.314,0.318,0.632,NL,['NYM'],['NL'],[2024],38,85,0,100,Active,0
215021,Johan Rojas,PHI,OF,23,34,113,12,26,3,1,2,13,9,1,6,23,2,0,1,0.23,0.275,0.327,0.602,NL,['PHI'],['NL'],[2024],33,88,0,100,Active,0
564408,Masyn Winn,STL,SS,22,37,113,11,32,6,2,0,8,6,1,12,24,2,2,0,0.283,0.352,0.371,0.723,NL,['STL'],['NL'],[2024],44,81,0,100,Active,0
437742,Rafael Devers,BOS,3B,27,30,112,14,32,10,0,4,14,0,0,18,32,0,0,2,0.286,0.393,0.482,0.875,AL,['BOS'],['AL'],[2024],52,82,0,100,Active,0
448634,Hunter Renfroe,KC,OF,32,37,111,10,17,3,0,3,15,0,0,10,23,0,0,0,0.153,0.223,0.261,0.484,AL,['KC'],['AL'],[2024],27,94,0,100,Active,0
973346,Kyle Isbel,KC,OF,27,36,111,13,24,3,1,3,11,3,1,4,20,1,0,1,0.216,0.25,0.342,0.592,AL,['KC'],['AL'],[2024],29,88,0,100,Active,0
342395,Nick Ahmed,SF,SS,34,36,110,9,26,4,1,0,11,0,1,5,23,2,1,1,0.236,0.275,0.29,0.565,NL,['SF'],['NL'],[2024],32,85,0,100,Active,0
1022524,Cody Bellinger,CHC,OF,28,28,110,13,28,3,1,7,21,0,0,13,19,0,1,1,0.255,0.338,0.49,0.828,NL,['CHC'],['NL'],[2024],42,83,0,100,Active,0
971658,Jesus Sanchez,MIA,OF,26,36,110,7,26,3,0,2,17,5,0,5,23,0,1,2,0.236,0.282,0.318,0.6,NL,['MIA'],['NL'],[2024],33,86,0,100,Active,0
186292,Paul DeJong,CWS,SS,30,36,109,16,27,7,0,6,12,1,0,4,43,0,0,3,0.248,0.293,0.477,0.77,AL,['CWS'],['AL'],[2024],34,85,0,100,Active,0
654141,Mike Trout,LAA,OF,32,29,109,17,24,1,2,10,14,6,1,16,27,0,0,1,0.22,0.325,0.541,0.866,AL,['LAA'],['AL'],[2024],41,86,0,100,Active,0
88982,Brent Rooker,OAK,OF,29,31,109,21,33,7,0,10,27,2,0,15,39,0,0,1,0.303,0.392,0.642,1.034,AL,['OAK'],['AL'],[2024],49,77,0,100,Active,0
306027,Alex Kirilloff,MIN,1B,26,35,108,15,23,6,3,2,11,0,0,8,28,0,2,1,0.213,0.273,0.379,0.652,AL,['MIN'],['AL'],[2024],32,86,0,100,Active,0
96298,Nicky Lopez,CWS,2B,29,33,108,10,22,2,0,0,1,2,4,10,16,4,0,1,0.204,0.277,0.222,0.499,AL,['CWS'],['AL'],[2024],33,87,0,100,Active,0
669252,Colton Cowser,BAL,OF,24,38,108,14,27,9,0,6,20,3,1,13,39,0,2,1,0.25,0.336,0.5,0.836,AL,['BAL'],['AL'],[2024],41,82,0,100,Active,0
380293,Wilmer Flores,SF,1B,32,37,108,9,23,6,0,1,13,0,0,11,17,0,3,2,0.213,0.297,0.296,0.593,NL,['SF'],['NL'],[2024],36,87,0,100,Active,0
763267,Tyler Nevin,OAK,3B,26,34,108,11,27,3,0,4,10,1,0,11,27,0,1,3,0.25,0.336,0.388,0.724,AL,['OAK'],['AL'],[2024],41,84,0,100,Active,0
831384,Rowdy Tellez,PIT,1B,29,40,107,8,19,3,0,1,8,0,0,10,29,0,1,1,0.178,0.254,0.233,0.487,NL,['PIT'],['NL'],[2024],30,89,0,100,Active,0
954119,Willson Contreras,STL,C,32,31,107,20,30,11,0,6,12,2,0,18,35,0,0,3,0.28,0.398,0.551,0.949,NL,['STL'],['NL'],[2024],51,80,0,100,Active,0
568666,Eloy Jimenez,CWS,DH,27,28,106,10,22,3,0,4,11,1,0,8,22,0,1,0,0.208,0.263,0.349,0.612,AL,['CWS'],['AL'],[2024],30,84,0,100,Active,0
873152,Lawrence Butler,OAK,OF,23,41,106,8,18,4,0,2,7,3,0,15,36,0,0,0,0.17,0.272,0.264,0.536,AL,['OAK'],['AL'],[2024],33,88,0,100,Active,0
1031175,Wilyer Abreu,BOS,OF,24,35,106,19,31,10,1,3,14,5,0,16,33,0,1,0,0.292,0.385,0.49,0.875,AL,['BOS'],['AL'],[2024],47,75,0,100,Active,0
465950,Josh Rojas,SEA,2B,29,33,105,12,36,4,2,3,8,4,1,11,21,0,0,0,0.343,0.405,0.504,0.909,AL,['SEA'],['AL'],[2024],47,69,0,100,Active,0
448654,Seth Brown,OAK,OF,31,37,105,5,19,3,0,3,9,2,1,8,35,0,0,0,0.181,0.238,0.295,0.532,AL,['OAK'],['AL'],[2024],27,86,0,100,Active,0
1039903,Jose Siri,TB,OF,28,36,104,13,17,4,0,3,12,6,3,9,47,1,2,3,0.163,0.25,0.288,0.538,AL,['TB'],['AL'],[2024],29,90,0,100,Active,0
1012925,Brandon Drury,LAA,2B,31,30,104,9,18,4,0,1,6,0,0,6,22,0,1,2,0.173,0.232,0.24,0.472,AL,['LAA'],['AL'],[2024],26,88,0,100,Active,0
80556,Bo Naylor,CLE,C,24,33,103,10,18,1,0,3,9,1,1,12,41,0,0,0,0.175,0.26,0.271,0.531,AL,['CLE'],['AL'],[2024],30,85,0,100,Active,0
90995,Lars Nootbaar,STL,OF,26,28,102,9,20,6,0,3,12,2,0,17,22,1,0,0,0.196,0.31,0.343,0.653,NL,['STL'],['NL'],[2024],37,82,0,100,Active,0
835393,Nick Gordon,MIA,OF,28,37,102,10,24,3,0,5,16,2,1,4,20,0,1,0,0.235,0.264,0.411,0.675,NL,['MIA'],['NL'],[2024],28,78,0,100,Active,0
684199,Gabriel Moreno,ARI,C,24,33,101,12,25,6,1,1,16,0,1,15,14,0,0,1,0.248,0.35,0.356,0.706,AL,['ARI'],['AL'],[2024],41,77,0,100,Active,0
739579,Gavin Lux,LAD,2B,26,30,100,14,20,3,0,1,8,1,0,9,26,0,0,0,0.2,0.266,0.26,0.526,AL,['LAD'],['AL'],[2024],29,80,0,100,Active,0
793447,James Outman,LAD,OF,27,33,100,9,15,3,0,3,10,1,1,11,35,0,0,2,0.15,0.247,0.27,0.517,AL,['LAD'],['AL'],[2024],28,87,0,100,Active,0
255517,Michael Taylor,PIT,OF,33,34,99,11,23,3,0,1,8,3,1,7,39,2,2,0,0.232,0.283,0.292,0.575,NL,['PIT'],['NL'],[2024],30,76,0,100,Active,0
205583,Alec Burleson,STL,OF,25,34,98,5,25,4,0,3,13,0,0,5,19,0,0,0,0.255,0.291,0.387,0.677,NL,['STL'],['NL'],[2024],30,73,0,100,Active,0
816643,Jo Adell,LAA,OF,25,35,98,18,25,3,1,7,18,7,5,6,27,0,2,3,0.255,0.317,0.52,0.837,AL,['LAA'],['AL'],[2024],34,76,0,100,Active,0
614874,Trey Lipscomb,WSH,3B,23,30,97,15,23,1,0,1,8,7,1,10,18,0,1,2,0.237,0.321,0.278,0.599,NL,['WSH'],['NL'],[2024],35,76,0,100,Active,0
379544,LaMonte Wade,SF,OF,30,41,97,14,32,5,0,2,14,1,1,26,29,0,2,2,0.33,0.48,0.443,0.923,NL,['SF'],['NL'],[2024],60,67,0,100,Active,0
306835,Richie Palacios,TB,OF,26,34,96,17,27,3,0,3,7,6,0,17,31,0,0,1,0.281,0.394,0.406,0.8,AL,['TB'],['AL'],[2024],45,70,0,100,Active,0
355022,Davis Schneider,TOR,2B,25,34,95,16,25,8,0,4,15,2,0,13,30,0,1,3,0.263,0.369,0.473,0.842,AL,['TOR'],['AL'],[2024],41,73,0,100,Active,0
799091,Mike Yastrzemski,SF,OF,33,35,95,11,19,1,1,3,12,0,0,8,36,1,0,1,0.2,0.269,0.326,0.595,NL,['SF'],['NL'],[2024],28,77,0,100,Active,0
588753,Joc Pederson,ARI,OF,32,37,94,16,28,8,0,5,9,1,0,15,27,1,2,5,0.298,0.421,0.542,0.963,AL,['ARI'],['AL'],[2024],48,71,0,100,Active,0
606737,Dylan Moore,SEA,OF,31,32,94,12,21,5,2,3,13,6,1,11,28,0,2,3,0.223,0.324,0.414,0.738,AL,['SEA'],['AL'],[2024],35,76,0,100,Active,0
512895,Nolan Jones,COL,OF,26,26,94,11,16,5,1,1,7,2,1,9,37,0,0,0,0.17,0.242,0.276,0.518,NL,['COL'],['NL'],[2024],25,78,0,100,Active,0
825986,Mickey Moniak,LAA,OF,26,33,93,9,17,3,0,2,7,1,0,5,28,0,0,0,0.183,0.224,0.279,0.503,AL,['LAA'],['AL'],[2024],22,76,0,100,Active,0
18294,Tyler Stephenson,CIN,C,27,32,93,15,20,5,0,4,11,1,0,12,24,0,1,1,0.215,0.311,0.397,0.708,NL,['CIN'],['NL'],[2024],33,74,0,100,Active,0
140221,Connor Wong,BOS,C,27,27,93,10,32,4,0,5,14,0,1,3,20,0,1,2,0.344,0.377,0.548,0.925,AL,['BOS'],['AL'],[2024],37,63,0,100,Active,0
835556,Ryan O'Hearn,BAL,1B,30,29,93,13,27,3,1,5,13,0,0,13,10,0,0,0,0.29,0.377,0.505,0.882,AL,['BAL'],['AL'],[2024],40,66,0,100,Active,0
649286,Travis d'Arnaud,ATL,C,35,33,93,15,25,9,0,5,16,0,0,9,25,0,1,3,0.269,0.352,0.526,0.878,NL,['ATL'],['NL'],[2024],37,71,0,100,Active,0
12006,Eddie Rosario,WSH,OF,32,31,92,14,16,3,0,5,10,6,1,10,23,1,1,0,0.174,0.254,0.369,0.623,NL,['WSH'],['NL'],[2024],26,76,0,100,Active,0
367265,Byron Buxton,MIN,DH,30,28,92,12,23,8,1,1,11,1,2,3,32,0,1,4,0.25,0.303,0.391,0.694,AL,['MIN'],['AL'],[2024],30,73,0,100,Active,0
177063,Zack Gelof,OAK,2B,24,24,92,11,18,2,1,3,7,4,1,7,33,1,0,1,0.196,0.26,0.336,0.596,AL,['OAK'],['AL'],[2024],26,75,0,100,Active,0
933588,Andy Pages,LAD,OF,23,24,91,15,26,6,0,4,13,1,1,4,26,0,3,3,0.286,0.336,0.483,0.819,AL,['LAD'],['AL'],[2024],33,68,0,100,Active,0
218216,Jacob Young,WSH,OF,24,31,91,20,25,6,0,0,8,13,2,7,18,2,1,4,0.275,0.352,0.34,0.692,NL,['WSH'],['NL'],[2024],36,70,0,100,Active,0
586723,Luis Rengifo,LAA,2B,27,28,91,14,30,6,0,2,11,9,1,6,15,1,0,1,0.33,0.377,0.461,0.838,AL,['LAA'],['AL'],[2024],37,62,0,100,Active,0
711655,Enmanuel Valdez,BOS,2B,25,28,90,8,14,4,0,2,11,0,1,4,30,1,3,0,0.156,0.191,0.266,0.457,AL,['BOS'],['AL'],[2024],18,76,0,100,Active,0
575585,Santiago Espinal,CIN,2B,29,31,90,7,17,2,0,1,12,5,0,8,15,2,4,0,0.189,0.255,0.244,0.499,NL,['CIN'],['NL'],[2024],25,73,0,100,Active,0
48994,Mauricio Dubon,HOU,OF,29,31,89,10,27,7,0,1,15,1,1,3,7,0,1,1,0.303,0.333,0.415,0.748,AL,['HOU'],['AL'],[2024],31,63,0,100,Active,0
299454,Joey Ortiz,MIL,2B,25,35,88,10,23,5,2,3,11,1,1,14,19,0,1,0,0.261,0.362,0.465,0.827,NL,['MIL'],['NL'],[2024],37,65,0,100,Active,0
240696,Curtis Mead,TB,3B,23,26,87,7,19,2,0,1,5,2,0,4,23,0,0,2,0.218,0.268,0.275,0.543,AL,['TB'],['AL'],[2024],25,70,0,100,Active,0
313436,Cavan Biggio,TOR,2B,29,32,87,9,17,4,0,1,6,1,0,11,34,0,0,5,0.195,0.32,0.275,0.595,AL,['TOR'],['AL'],[2024],33,75,0,100,Active,0
829179,Lane Thomas,WSH,OF,28,22,87,6,16,0,0,2,10,11,1,8,20,0,1,0,0.184,0.252,0.252,0.504,NL,['WSH'],['NL'],[2024],24,71,0,100,Active,0
888518,J.P. Crawford,SEA,SS,29,22,86,13,17,1,1,2,9,0,0,11,18,0,0,1,0.198,0.295,0.302,0.597,AL,['SEA'],['AL'],[2024],29,70,0,100,Active,0
500912,Ryan Noda,OAK,1B,28,30,86,7,11,3,0,1,2,0,0,12,32,1,0,1,0.128,0.242,0.197,0.439,AL,['OAK'],['AL'],[2024],24,76,0,100,Active,0
689001,Jake Burger,MIA,3B,28,23,86,9,15,2,0,3,15,0,0,5,21,0,2,0,0.174,0.219,0.302,0.521,NL,['MIA'],['NL'],[2024],20,71,0,100,Active,0
390130,Edward Olivares,PIT,OF,28,26,85,10,19,2,0,4,12,0,0,7,17,0,0,1,0.224,0.29,0.388,0.677,NL,['PIT'],['NL'],[2024],27,67,0,100,Active,0
208871,Jon Singleton,HOU,1B,32,29,85,14,19,2,0,4,10,0,0,13,21,0,1,0,0.224,0.326,0.388,0.714,AL,['HOU'],['AL'],[2024],32,66,0,100,Active,0
970793,Estevan Florial,CLE,OF,26,29,84,9,17,6,2,3,11,2,1,7,35,1,0,0,0.202,0.263,0.428,0.691,AL,['CLE'],['AL'],[2024],24,67,0,100,Active,0
90305,Adam Frazier,KC,2B,32,32,84,8,15,2,0,1,8,1,0,11,17,0,0,3,0.179,0.295,0.238,0.532,AL,['KC'],['AL'],[2024],29,72,0,100,Active,0
32900,Jarred Kelenic,ATL,OF,24,30,84,10,23,4,0,2,7,0,1,6,29,0,0,0,0.274,0.322,0.392,0.714,NL,['ATL'],['NL'],[2024],29,61,0,100,Active,0
861033,Ivan Herrera,STL,C,23,28,84,10,23,1,0,3,13,0,0,6,20,0,2,2,0.274,0.336,0.392,0.728,NL,['STL'],['NL'],[2024],31,63,0,100,Active,0
672372,Keibert Ruiz,WSH,C,25,21,83,4,12,0,0,2,4,0,0,3,14,0,0,2,0.145,0.193,0.216,0.409,NL,['WSH'],['NL'],[2024],17,73,0,100,Active,0
809775,Max Kepler,MIN,OF,31,24,83,13,27,9,0,3,17,1,0,8,15,0,1,0,0.325,0.384,0.542,0.926,AL,['MIN'],['AL'],[2024],35,56,0,100,Active,0
850134,Enrique Hernandez,LAD,SS,32,31,82,6,18,1,0,2,7,0,0,7,17,0,1,0,0.22,0.28,0.304,0.584,AL,['LAD'],['AL'],[2024],25,64,0,100,Active,0
717510,Jake Fraley,CIN,OF,28,29,82,16,25,4,0,1,6,7,3,9,18,0,0,0,0.305,0.373,0.39,0.763,NL,['CIN'],['NL'],[2024],34,57,0,100,Active,0
354972,Jake McCarthy,ARI,OF,26,35,82,13,24,4,1,1,11,3,1,11,19,2,1,0,0.293,0.376,0.402,0.778,AL,['ARI'],['AL'],[2024],35,58,0,100,Active,0
138309,Jake Bauers,MIL,1B,28,28,82,12,20,5,1,4,21,4,1,8,33,0,0,2,0.244,0.326,0.475,0.8,NL,['MIL'],['NL'],[2024],30,64,0,100,Active,0
862772,Patrick Bailey,SF,C,24,26,82,10,23,5,0,3,11,1,0,9,20,1,3,0,0.28,0.351,0.451,0.802,NL,['SF'],['NL'],[2024],32,59,0,100,Active,0
1009048,Miguel Amaya,CHC,C,25,28,82,7,16,2,1,1,11,0,0,6,20,1,2,2,0.195,0.266,0.28,0.546,NL,['CHC'],['NL'],[2024],24,68,0,100,Active,0
781113,Jose Miranda,MIN,3B,25,26,82,12,23,7,0,2,9,1,0,3,14,0,0,2,0.28,0.321,0.439,0.76,AL,['MIN'],['AL'],[2024],28,61,0,100,Active,0
871444,Gabriel Arias,CLE,SS,24,26,81,9,19,4,1,1,8,3,0,2,27,0,0,1,0.235,0.261,0.345,0.606,AL,['CLE'],['AL'],[2024],22,63,0,100,Active,0
1009717,Jake Rogers,DET,C,29,26,81,14,17,3,0,2,5,0,0,6,29,0,0,2,0.21,0.28,0.32,0.6,AL,['DET'],['AL'],[2024],25,66,0,100,Active,0
465027,Carlos Correa,MIN,SS,29,23,80,15,22,6,0,2,10,0,0,14,17,0,1,0,0.275,0.382,0.425,0.806,AL,['MIN'],['AL'],[2024],36,58,0,100,Active,0
1009618,Alejandro Kirk,TOR,C,25,25,80,3,15,3,0,1,10,0,0,10,13,0,2,0,0.188,0.277,0.262,0.539,AL,['TOR'],['AL'],[2024],25,65,0,100,Active,0
308960,Masataka Yoshida,BOS,OF,30,24,80,12,22,3,0,2,11,0,0,6,11,0,0,3,0.275,0.348,0.387,0.735,AL,['BOS'],['AL'],[2024],31,61,0,100,Active,0
450802,Oliver Dunn,MIL,2B,26,32,80,9,18,2,2,1,6,2,0,5,33,0,0,1,0.225,0.279,0.337,0.616,NL,['MIL'],['NL'],[2024],24,63,0,100,Active,0
956309,Blaze Alexander,ARI,SS,24,29,80,13,21,5,0,3,13,1,1,11,22,0,0,0,0.263,0.351,0.437,0.788,AL,['ARI'],['AL'],[2024],32,59,0,100,Active,0
631822,Nathaniel Lowe,TEX,1B,28,22,79,12,25,5,0,1,11,1,0,17,17,0,0,0,0.316,0.437,0.417,0.854,AL,['TEX'],['AL'],[2024],42,54,0,100,Active,0
107986,Luke Raley,SEA,OF,29,31,79,10,21,2,1,2,9,2,0,3,24,0,0,2,0.266,0.309,0.392,0.701,AL,['SEA'],['AL'],[2024],26,60,0,100,Active,0
332342,Nick Martini,CIN,OF,33,29,79,13,14,1,1,3,15,0,1,2,22,0,3,1,0.177,0.207,0.329,0.536,NL,['CIN'],['NL'],[2024],17,66,0,100,Active,0
163393,Emmanuel Rivera,MIA,3B,27,30,79,5,16,2,0,0,5,1,0,7,21,0,1,2,0.203,0.284,0.227,0.511,NL,['MIA'],['NL'],[2024],25,65,0,100,Active,0
937948,Kevin Newman,ARI,SS,30,27,79,11,20,6,1,2,10,0,0,3,12,0,0,0,0.253,0.28,0.43,0.71,AL,['ARI'],['AL'],[2024],23,59,0,100,Active,0
889533,Vidal Brujan,MIA,2B,26,33,78,10,21,5,2,1,6,2,3,6,11,0,0,2,0.269,0.337,0.423,0.76,NL,['MIA'],['NL'],[2024],29,59,0,100,Active,0
758039,J.D. Davis,OAK,3B,31,22,78,9,16,4,0,2,2,0,0,4,22,0,0,1,0.205,0.253,0.333,0.586,AL,['OAK'],['AL'],[2024],21,63,0,100,Active,0
612607,Tyrone Taylor,NYM,OF,30,30,78,9,21,4,0,2,13,3,0,3,18,1,1,0,0.269,0.296,0.397,0.693,NL,['NYM'],['NL'],[2024],24,57,0,100,Active,0
391600,Jake Meyers,HOU,OF,27,34,78,8,20,3,2,3,12,2,1,6,18,1,0,1,0.256,0.317,0.461,0.778,AL,['HOU'],['AL'],[2024],27,59,0,100,Active,0
531578,Triston Casas,BOS,1B,24,22,78,12,19,3,0,6,10,0,1,12,26,0,0,0,0.244,0.344,0.512,0.856,AL,['BOS'],['AL'],[2024],31,59,0,100,Active,0
406201,Christian Vazquez,MIN,C,33,24,77,5,14,0,0,1,6,2,0,2,24,2,2,0,0.182,0.202,0.22,0.422,AL,['MIN'],['AL'],[2024],16,63,0,100,Active,0
736182,Whit Merrifield,PHI,2B,35,23,76,10,15,3,0,2,4,4,0,7,9,1,0,0,0.197,0.265,0.315,0.58,NL,['PHI'],['NL'],[2024],22,61,0,100,Active,0
232249,Manuel Margot,MIN,OF,29,34,76,8,13,2,0,1,9,2,0,7,19,0,1,0,0.171,0.24,0.236,0.476,AL,['MIN'],['AL'],[2024],20,63,0,100,Active,0
462336,Anthony Rendon,LAA,3B,33,19,75,9,20,3,0,0,3,3,1,6,15,0,1,1,0.267,0.329,0.306,0.635,AL,['LAA'],['AL'],[2024],27,56,0,100,Active,0
418819,Jose Trevino,NYY,C,31,26,75,13,22,0,0,4,14,0,0,5,9,0,1,1,0.293,0.345,0.453,0.798,AL,['NYY'],['AL'],[2024],28,54,0,100,Active,0
312024,Wenceel Perez,DET,2B,24,24,75,12,22,3,2,3,8,3,1,9,21,0,0,0,0.293,0.369,0.506,0.875,AL,['DET'],['AL'],[2024],31,53,0,100,Active,0
86533,Austin Martin,MIN,OF,25,28,74,18,16,6,0,1,6,3,0,7,16,0,0,0,0.216,0.283,0.337,0.62,AL,['MIN'],['AL'],[2024],23,58,0,100,Active,0
129765,Ezequiel Duran,TEX,SS,24,28,74,7,22,2,0,0,4,1,0,7,20,0,0,0,0.297,0.358,0.324,0.681,AL,['TEX'],['AL'],[2024],29,52,0,100,Active,0
396131,Ernie Clement,TOR,SS,28,32,74,10,20,3,1,2,7,2,0,2,7,2,1,1,0.27,0.298,0.418,0.716,AL,['TOR'],['AL'],[2024],23,55,0,100,Active,0
35263,Nick Fortes,MIA,C,27,30,74,4,9,2,0,1,5,0,1,2,10,1,0,1,0.122,0.155,0.189,0.344,NL,['MIA'],['NL'],[2024],12,66,0,100,Active,0
