Hashcode,Player,Team,Pos,Age,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,SH,SF,HBP,AVG,OBP,SLG,OPS,League,Teams,Leagues,Season,Total_OB,Total_Outs,Game_Fatigue_Factor,Condition,Status,Injured Days
67333,Johan Camargo,SF,2B,29,120,340,16,80,6,0,6,34,0,0,28,82,2,0,2,0.222,0.3,0.222,0.522,NL,"['PHI', 'SF']",['NL'],"[2022, 2023, 2024]",110,262,0,100,Active,0
736526,Ryan Kreidler,DET,SS,25,74,182,20,30,2,0,2,12,0,2,12,58,4,4,2,0.111,0.111,0.111,0.222,AL,['DET'],['AL'],"[2022, 2023, 2024]",44,154,0,100,Active,0
713801,Vinny Capra,PIT,OF,27,34,46,10,8,2,0,0,2,0,0,8,12,2,0,0,0.167,0.25,0.222,0.472,NL,"['PIT', 'TOR']","['NL', 'AL']","[2022, 2023, 2024]",16,38,0,100,Active,0
867729,Jorge Alfaro,BOS,C,30,900,2736,243,630,162,0,72,396,9,0,117,1017,0,27,54,0.118,0.25,0.118,0.368,AL,"['SD', 'COL', 'BOS']","['AL', 'NL']","[2022, 2023, 2024]",801,2160,0,100,Active,0
324745,Alfonso Rivas,SD,1B,27,1341,3240,315,756,135,27,54,360,63,9,342,1107,18,27,63,0.2,0.294,0.333,0.627,NL,"['PIT', 'CHC', 'SD']",['NL'],"[2022, 2023, 2024]",1161,2547,0,100,Active,0
1035741,Abraham Almonte,NYM,OF,34,46,100,16,20,6,0,2,4,2,0,4,40,0,0,2,0.067,0.125,0.133,0.258,NL,"['NYM', 'BOS']","['NL', 'AL']","[2022, 2023, 2024]",26,82,0,100,Active,0
867992,Ben Gamel,SD,OF,31,242,772,88,178,42,4,18,96,10,2,96,200,0,2,6,0.2,0.2,0.267,0.467,NL,"['PIT', 'SD']",['NL'],"[2022, 2023, 2024]",280,600,0,100,Active,0
454952,Roberto Perez,SF,C,34,52,150,16,32,4,0,4,18,0,0,22,62,0,0,0,0.133,0.235,0.133,0.368,NL,"['PIT', 'SF']",['NL'],"[2022, 2023, 2024]",54,118,0,100,Active,0
670814,Jordan Luplow,TOR,OF,30,1098,2538,333,468,72,0,117,297,63,9,333,783,0,9,36,0.214,0.353,0.214,0.567,AL,"['ARI', 'TOR', 'MIN']",['AL'],"[2022, 2023, 2024]",837,2106,0,100,Active,0
396237,Eli White,ATL,OF,29,106,238,34,44,4,0,6,20,24,2,26,96,0,2,2,0.071,0.235,0.071,0.306,NL,"['TEX', 'ATL']","['NL', 'AL']","[2022, 2023, 2024]",72,196,0,100,Active,0
223317,Manny Pina,OAK,C,36,18,52,4,10,0,0,2,6,0,0,2,8,0,2,2,0.25,0.25,0.5,0.75,AL,"['OAK', 'ATL']","['AL', 'NL']","[2022, 2023, 2024]",14,44,0,100,Active,0
554435,Anthony Bemboom,BAL,C,33,56,126,8,16,4,0,2,2,0,0,16,38,2,0,0,0.182,0.308,0.182,0.49,AL,['BAL'],['AL'],"[2022, 2023, 2024]",32,110,0,100,Active,0
302715,Eric Haase,CLE,C,30,1791,5373,567,1233,225,18,162,630,36,9,369,1602,9,36,9,0.2,0.273,0.2,0.473,AL,"['DET', 'CLE']",['AL'],"[2022, 2023, 2024]",1611,4149,0,100,Active,0
603021,Mark Mathias,SF,DH,29,3648,9152,1216,2176,320,0,384,1664,384,0,1216,2880,0,64,0,0.2,0.2,0.2,0.4,NL,"['PIT', 'SF', 'TEX', 'MIL']","['NL', 'AL']","[2022, 2023, 2024]",3392,6976,0,100,Active,0
949089,Raimel Tapia,TB,OF,29,12288,35776,4800,9216,1536,256,640,4160,1152,256,2112,7744,256,128,64,0.333,0.455,0.333,0.788,AL,"['TB', 'TOR', 'BOS', 'MIL']","['NL', 'AL']","[2022, 2023, 2024]",11392,26624,0,100,Active,0
955045,Cal Stevenson,SF,OF,27,58,138,12,20,6,0,0,2,2,2,22,50,4,2,0,0.0,0.25,0.0,0.25,NL,"['OAK', 'SF']","['NL', 'AL']","[2022, 2023, 2024]",42,118,0,100,Active,0
191226,Livan Soto,LAA,SS,23,44,128,22,48,10,2,2,18,2,2,10,30,2,2,0,0.222,0.417,0.222,0.639,AL,['LAA'],['AL'],"[2022, 2023, 2024]",58,80,0,100,Active,0
648949,Tyler Naquin,CWS,OF,32,990,2862,423,639,171,36,99,414,36,18,171,900,9,0,36,0.0,0.0,0.0,0.0,AL,"['NYM', 'CIN', 'CWS']","['AL', 'NL']","[2022, 2023, 2024]",846,2259,0,100,Active,0
959216,Luis Torrens,SEA,C,27,675,1611,126,369,45,0,27,171,0,0,117,531,0,18,18,0.25,0.25,0.5,0.75,AL,"['CHC', 'SEA']","['NL', 'AL']","[2022, 2023, 2024]",504,1260,0,100,Active,0
813982,Michael Perez,NYM,C,31,432,1161,99,198,9,0,54,126,9,0,90,297,9,0,0,0.5,0.5,0.625,1.125,NL,"['NYM', 'PIT']",['NL'],"[2022, 2023, 2024]",288,963,0,100,Active,0
627246,Kevin Padlo,LAA,3B,27,1024,2624,64,320,128,0,0,192,0,0,64,640,0,0,0,0.125,0.125,0.25,0.375,AL,"['LAA', 'PIT', 'SF', 'SEA']","['AL', 'NL']","[2022, 2023, 2024]",384,2304,0,100,Active,0
595050,Rylan Bannon,HOU,3B,27,12,40,0,4,0,0,0,0,0,0,0,16,0,0,2,0.0,0.0,0.0,0.0,AL,"['BAL', 'HOU']",['AL'],"[2022, 2023, 2024]",6,38,0,100,Active,0
30184,Adam Engel,SD,OF,31,248,502,64,110,26,2,4,34,24,10,22,156,0,0,8,0.0,0.0,0.0,0.0,NL,"['CWS', 'SD']","['NL', 'AL']","[2022, 2023, 2024]",140,400,0,100,Active,0
572132,AJ Pollock,SF,OF,35,1728,5598,684,1278,270,9,171,639,27,18,369,1170,0,54,18,0.0,0.0,0.0,0.0,NL,"['CWS', 'SF', 'SEA']","['NL', 'AL']","[2022, 2023, 2024]",1665,4338,0,100,Active,0
450761,Caleb Hamilton,BOS,C,28,52,46,10,2,0,0,2,2,0,0,10,38,2,0,0,0.0,0.167,0.0,0.167,AL,"['BOS', 'MIN']",['AL'],"[2022, 2023, 2024]",12,44,0,100,Active,0
976852,Matt Reynolds,CIN,3B,32,188,498,64,122,20,2,6,46,10,0,52,162,0,2,2,0.2,0.2,0.2,0.4,NL,['CIN'],['NL'],"[2022, 2023, 2024]",176,378,0,100,Active,0
28740,Isan Diaz,DET,2B,27,16,48,0,2,0,0,0,2,0,0,4,18,0,0,0,0.0,0.0,0.0,0.0,AL,"['DET', 'SF']","['AL', 'NL']","[2022, 2023, 2024]",6,46,0,100,Active,0
266444,Matt Beaty,SF,1B,30,450,936,126,162,45,9,0,45,0,0,72,198,0,0,63,0.2,0.2,0.2,0.4,NL,"['SD', 'SF', 'KC']","['AL', 'NL']","[2022, 2023, 2024]",297,837,0,100,Active,0
353326,Jeter Downs,WAS,2B,25,40,88,16,16,2,0,2,10,4,0,10,44,0,2,0,0.4,0.667,0.4,1.067,NL,"['WAS', 'BOS']","['NL', 'AL']","[2022, 2023, 2024]",26,72,0,100,Active,0
608563,Cal Mitchell,PIT,OF,24,142,432,42,96,22,0,10,34,6,2,38,106,2,2,0,0.0,0.2,0.0,0.2,NL,['PIT'],['NL'],"[2022, 2023, 2024]",134,336,0,100,Active,0
775266,Zack Collins,CLE,C,28,342,909,81,153,36,0,36,99,0,0,99,387,0,9,9,0.5,0.667,0.5,1.167,AL,"['PIT', 'TOR', 'CLE']","['NL', 'AL']","[2022, 2023, 2024]",261,765,0,100,Active,0
168419,Meibrys Viloria,CLE,C,26,72,132,20,20,2,0,4,10,0,0,24,58,0,2,0,0.0,0.25,0.0,0.25,AL,"['TEX', 'CLE']",['AL'],"[2022, 2023, 2024]",44,112,0,100,Active,0
794021,Austin Wynns,SF,C,32,7488,18688,1600,4416,832,0,256,1984,64,0,1216,4928,256,128,320,0.0,0.0,0.0,0.0,NL,"['COL', 'SF', 'LAD']","['AL', 'NL']","[2022, 2023, 2024]",5952,14592,0,100,Active,0
668073,Tres Barrera,STL,C,29,50,104,4,18,2,0,0,8,0,0,4,32,2,0,0,0.0,0.0,0.0,0.0,NL,"['WAS', 'STL']",['NL'],"[2022, 2023, 2024]",22,86,0,100,Active,0
530890,Chris Okey,LAA,C,28,18,28,6,4,0,0,0,0,0,0,0,14,0,0,2,0.0,0.0,0.0,0.0,AL,"['LAA', 'CIN']","['AL', 'NL']","[2022, 2023, 2024]",6,26,0,100,Active,0
321727,Jake Marisnick,CWS,OF,32,4928,9792,1216,2304,576,128,256,1024,256,256,448,2880,128,64,128,0.0,0.0,0.0,0.0,AL,"['CWS', 'PIT', 'DET', 'LAD']","['AL', 'NL']","[2022, 2023, 2024]",2880,7616,0,100,Active,0
270835,Billy Hamilton,CWS,OF,33,360,198,135,9,0,0,0,0,108,9,18,117,9,0,0,0.0,0.0,0.0,0.0,AL,"['CWS', 'MIA', 'MIN']","['AL', 'NL']","[2022, 2023, 2024]",27,189,0,100,Active,0
613803,Alejo Lopez,CIN,2B,27,124,294,32,78,12,2,2,22,6,2,18,44,0,0,4,0.5,0.5,1.0,1.5,NL,['CIN'],['NL'],"[2022, 2023, 2024]",100,220,0,100,Active,0
418152,Charlie Culberson,ATL,3B,34,142,232,38,60,12,0,4,24,4,6,10,62,8,0,0,1.0,1.0,1.0,2.0,NL,"['TEX', 'ATL']","['NL', 'AL']","[2022, 2023, 2024]",70,172,0,100,Active,0
740087,Diego Castillo,ARI,SS,25,194,526,56,108,26,0,22,58,2,2,28,150,0,8,6,0.0,0.0,0.0,0.0,AL,"['PIT', 'ARI']","['AL', 'NL']","[2022, 2023, 2024]",142,424,0,100,Active,0
508835,Marcus Semien,TEX,2B,33,3285,13554,2295,3591,720,90,558,1908,360,99,1242,2304,0,144,81,0.285,0.332,0.464,0.796,AL,['TEX'],['AL'],"[2022, 2023, 2024]",4914,10044,0,100,Active,0
157744,Maikel Garcia,KC,3B,24,1557,5886,720,1557,270,45,72,684,288,63,468,1386,18,108,18,0.238,0.29,0.375,0.665,AL,['KC'],['AL'],"[2022, 2023, 2024]",2043,4347,0,100,Active,0
905645,Fernando Tatis,SD,OF,25,368,1484,240,382,78,4,66,200,70,10,140,364,2,8,12,0.257,0.335,0.449,0.784,NL,['SD'],['NL'],"[2022, 2023, 2024]",534,1114,0,100,Active,0
114469,Bryan De La Cruz,MIA,OF,27,2790,9675,1080,2484,549,0,360,1278,81,9,648,2511,0,90,27,0.263,0.315,0.461,0.776,NL,['MIA'],['NL'],"[2022, 2023, 2024]",3159,7218,0,100,Active,0
848361,Xander Bogaerts,SD,SS,31,3114,11871,1701,3384,675,18,333,1287,261,36,1125,2376,0,117,153,0.211,0.264,0.301,0.565,NL,"['SD', 'BOS']","['NL', 'AL']","[2022, 2023, 2024]",4662,8640,0,100,Active,0
839511,Mookie Betts,LAD,OF,31,3024,11889,2484,3501,819,54,720,1944,306,54,1629,2061,0,81,144,0.339,0.441,0.539,0.98,AL,['LAD'],['AL'],"[2022, 2023, 2024]",5274,8532,0,100,Active,0
1022045,Jarren Duran,BOS,OF,27,1800,6309,828,1674,513,99,108,657,360,36,477,1737,0,36,81,0.261,0.328,0.406,0.734,AL,['BOS'],['AL'],"[2022, 2023, 2024]",2232,4716,0,100,Active,0
913881,Bobby Witt,KC,SS,23,3150,12564,1944,3393,630,198,495,1773,846,243,774,2583,9,126,108,0.305,0.372,0.524,0.896,AL,['KC'],['AL'],"[2022, 2023, 2024]",4275,9279,0,100,Active,0
602253,Ketel Marte,ARI,2B,30,2952,11025,1728,2907,720,108,414,1422,126,27,1260,2205,0,135,108,0.293,0.342,0.543,0.885,AL,['ARI'],['AL'],"[2022, 2023, 2024]",4275,8226,0,100,Active,0
621771,Jose Ramirez,CLE,3B,31,3177,12366,1836,3402,774,99,558,2151,477,126,1368,1575,0,153,72,0.235,0.28,0.451,0.731,AL,['CLE'],['AL'],"[2022, 2023, 2024]",4842,9036,0,100,Active,0
493280,Anthony Volpe,NYY,SS,23,400,1406,180,312,56,12,52,160,64,12,142,418,4,4,14,0.265,0.35,0.414,0.764,AL,['NYY'],['AL'],"[2022, 2023, 2024]",468,1108,0,100,Active,0
461082,Adley Rutschman,BAL,C,26,2745,10323,1575,2817,648,18,351,1305,54,18,1485,1953,0,81,63,0.304,0.339,0.453,0.792,AL,['BAL'],['AL'],"[2022, 2023, 2024]",4365,7569,0,100,Active,0
268861,Julio Rodriguez,SEA,OF,23,2952,11934,1818,3294,603,45,558,1719,639,180,882,3330,0,27,189,0.255,0.31,0.323,0.633,AL,['SEA'],['AL'],"[2022, 2023, 2024]",4365,8829,0,100,Active,0
476601,Jose Altuve,HOU,2B,34,2430,9432,1845,2889,621,18,468,1089,351,36,1125,1683,0,18,144,0.317,0.379,0.503,0.882,AL,['HOU'],['AL'],"[2022, 2023, 2024]",4158,6687,0,100,Active,0
399490,Yandy Diaz,TB,1B,32,2826,10422,1665,3177,684,0,306,1386,27,36,1404,1629,0,36,144,0.25,0.313,0.356,0.669,AL,['TB'],['AL'],"[2022, 2023, 2024]",4725,7389,0,100,Active,0
561515,Matt Chapman,SF,3B,31,3024,10863,1530,2511,657,27,441,1341,81,36,1251,3411,0,63,171,0.213,0.259,0.35,0.609,NL,"['TOR', 'SF']","['NL', 'AL']","[2022, 2023, 2024]",3933,8523,0,100,Active,0
162428,Bryan Reynolds,PIT,OF,29,2979,11475,1566,2970,531,90,495,1467,189,36,1197,2853,0,72,189,0.233,0.333,0.377,0.71,NL,['PIT'],['NL'],"[2022, 2023, 2024]",4356,8694,0,100,Active,0
859480,Shohei Ohtani,LAD,DH,29,2988,11178,2025,3303,639,135,801,1953,360,135,1656,3042,0,72,72,0.352,0.423,0.667,1.09,AL,"['LAA', 'LAD']",['AL'],"[2022, 2023, 2024]",5031,7947,0,100,Active,0
453643,Teoscar Hernandez,LAD,OF,31,2997,11547,1512,3006,630,27,558,1827,144,54,774,3735,0,63,99,0.252,0.316,0.497,0.813,AL,"['TOR', 'SEA', 'LAD']",['AL'],"[2022, 2023, 2024]",3879,8640,0,100,Active,0
547988,Juan Soto,NYY,OF,25,22848,80064,13888,21312,4096,256,4544,13120,1408,576,18880,15936,64,512,448,0.314,0.414,0.541,0.955,AL,"['WAS', 'SD', 'NYY']","['AL', 'NL']","[2022, 2023, 2024]",40640,59200,0,100,Active,0
70294,Lourdes Gurriel,ARI,OF,30,2727,10467,1251,2826,675,27,306,1422,90,36,657,1935,0,36,108,0.239,0.28,0.384,0.664,AL,"['TOR', 'ARI']",['AL'],"[2022, 2023, 2024]",3591,7749,0,100,Active,0
193121,Ezequiel Tovar,COL,SS,22,1809,6948,873,1764,423,45,180,810,126,54,315,2061,36,36,54,0.266,0.308,0.411,0.719,NL,['COL'],['NL'],"[2022, 2023, 2024]",2133,5238,0,100,Active,0
261161,Taylor Ward,LAA,OF,30,2448,9072,1395,2439,423,18,396,1224,99,72,981,2097,0,117,108,0.268,0.308,0.446,0.754,AL,['LAA'],['AL'],"[2022, 2023, 2024]",3528,6741,0,100,Active,0
239398,William Contreras,MIL,C,26,2502,9270,1566,2727,585,18,378,1377,99,9,1116,2385,9,54,72,0.346,0.429,0.526,0.955,NL,"['ATL', 'MIL']",['NL'],"[2022, 2023, 2024]",3915,6615,0,100,Active,0
571735,Yordan Alvarez,HOU,OF,26,2601,9324,1755,2736,531,27,684,1926,9,9,1458,2043,0,117,198,0.256,0.33,0.449,0.779,AL,['HOU'],['AL'],"[2022, 2023, 2024]",4392,6786,0,100,Active,0
985921,Gunnar Henderson,BAL,SS,22,2007,7479,1278,1935,360,117,396,1143,153,36,774,2142,0,45,72,0.271,0.347,0.568,0.915,AL,['BAL'],['AL'],"[2022, 2023, 2024]",2781,5616,0,100,Active,0
520723,Willy Adames,MIL,SS,28,2952,11439,1629,2646,630,18,558,1845,180,63,1251,3303,0,99,72,0.258,0.341,0.458,0.799,NL,['MIL'],['NL'],"[2022, 2023, 2024]",3969,8865,0,100,Active,0
852341,Anthony Rizzo,NYY,1B,34,2430,8937,1296,2124,360,9,459,1242,54,72,954,2079,0,27,351,0.265,0.337,0.432,0.769,AL,['NYY'],['AL'],"[2022, 2023, 2024]",3429,7164,0,100,Active,0
974670,Francisco Lindor,NYM,SS,30,3240,12474,2061,3204,594,63,576,2034,459,108,1242,2673,0,144,216,0.214,0.281,0.403,0.684,NL,['NYM'],['NL'],"[2022, 2023, 2024]",4662,9486,0,100,Active,0
991968,Gleyber Torres,NYY,2B,27,3060,11484,1620,2970,540,27,459,1386,234,108,1098,2412,18,90,72,0.208,0.289,0.273,0.562,AL,['NYY'],['AL'],"[2022, 2023, 2024]",4140,8586,0,100,Active,0
808661,Corbin Carroll,ARI,OF,23,2034,7407,1314,1971,387,108,279,936,576,72,747,1683,54,45,153,0.201,0.287,0.266,0.553,AL,['ARI'],['AL'],"[2022, 2023, 2024]",2871,5589,0,100,Active,0
1002966,Adolis Garcia,TEX,OF,31,3105,11826,1944,2934,639,45,666,2151,342,72,1044,3645,0,144,126,0.253,0.304,0.461,0.765,AL,['TEX'],['AL'],"[2022, 2023, 2024]",4104,9018,0,100,Active,0
441426,Vladimir Guerrero,TOR,1B,25,3204,12546,1647,3384,639,0,558,1890,126,54,1314,2250,0,72,144,0.273,0.364,0.39,0.754,AL,['TOR'],['AL'],"[2022, 2023, 2024]",4842,9306,0,100,Active,0
840432,Nico Hoerner,CHC,SS,27,2925,11277,1647,3168,540,90,189,1215,612,99,846,1404,9,72,225,0.275,0.364,0.399,0.763,NL,['CHC'],['NL'],"[2022, 2023, 2024]",4239,8334,0,100,Active,0
345745,Jeremy Pena,HOU,SS,26,2934,11259,1584,3024,522,54,324,1179,270,117,648,2565,18,54,171,0.34,0.384,0.471,0.855,AL,['HOU'],['AL'],"[2022, 2023, 2024]",3843,8406,0,100,Active,0
308043,Josh Bell,MIA,1B,31,217500,782500,92500,195625,38125,1875,27500,101875,0,1250,101250,168750,0,5625,6875,0.203,0.303,0.327,0.63,NL,"['WAS', 'SD', 'MIA', 'CLE']","['AL', 'NL']","[2022, 2023, 2024]",303750,593750,0,100,Active,0
199503,Aaron Judge,NYY,OF,32,2745,9810,2097,2799,486,0,981,2097,189,36,2070,3168,0,81,72,0.235,0.369,0.497,0.866,AL,['NYY'],['AL'],"[2022, 2023, 2024]",4941,7083,0,100,Active,0
898369,Freddie Freeman,LAD,1B,34,3258,12618,2430,4104,1062,45,486,2025,333,45,1629,2295,0,135,234,0.301,0.409,0.471,0.88,AL,['LAD'],['AL'],"[2022, 2023, 2024]",5967,8748,0,100,Active,0
29291,Nick Castellanos,PHI,OF,32,3006,11727,1386,3060,603,27,414,1656,171,36,702,3204,0,72,63,0.209,0.275,0.32,0.595,NL,['PHI'],['NL'],"[2022, 2023, 2024]",3825,8730,0,100,Active,0
516184,Kyle Schwarber,PHI,OF,31,3186,11826,2142,2466,369,36,918,2007,108,36,2124,4266,0,81,99,0.217,0.32,0.401,0.721,NL,['PHI'],['NL'],"[2022, 2023, 2024]",4689,9459,0,100,Active,0
580537,Jake Cronenworth,SD,2B,30,2916,10764,1458,2592,576,108,306,1467,90,27,1170,2295,9,135,261,0.285,0.349,0.503,0.852,NL,['SD'],['NL'],"[2022, 2023, 2024]",4023,8433,0,100,Active,0
325629,Brendan Donovan,STL,2B,27,2331,7821,1161,2115,351,27,180,882,63,54,963,1323,18,54,252,0.212,0.295,0.358,0.653,NL,['STL'],['NL'],"[2022, 2023, 2024]",3330,5958,0,100,Active,0
303722,Jazz Chisholm,MIA,OF,26,1782,6444,963,1620,270,72,342,1053,378,90,576,2034,9,45,54,0.252,0.331,0.43,0.761,NL,['MIA'],['NL'],"[2022, 2023, 2024]",2250,4878,0,100,Active,0
860547,Thairo Estrada,SF,2B,28,2709,10197,1359,2682,495,45,306,1188,405,126,540,2160,9,72,234,0.247,0.274,0.427,0.701,NL,['SF'],['NL'],"[2022, 2023, 2024]",3456,7749,0,100,Active,0
992131,Manny Machado,SD,3B,31,2934,11439,1746,3123,567,9,603,1935,117,27,1116,2520,0,72,27,0.233,0.286,0.367,0.653,NL,['SD'],['NL'],"[2022, 2023, 2024]",4266,8343,0,100,Active,0
396326,Corey Seager,TEX,SS,30,2772,10980,1764,3033,621,9,630,1746,45,9,1107,1980,0,108,108,0.24,0.315,0.34,0.655,AL,['TEX'],['AL'],"[2022, 2023, 2024]",4248,8055,0,100,Active,0
196904,Ryan McMahon,COL,3B,29,3105,11097,1476,2772,567,54,432,1422,108,108,1350,3645,0,72,54,0.302,0.387,0.463,0.85,NL,['COL'],['NL'],"[2022, 2023, 2024]",4176,8379,0,100,Active,0
1043477,Ha-Seong Kim,SD,2B,28,3105,10836,1476,2709,504,45,297,1260,522,108,1341,2304,81,90,99,0.208,0.316,0.362,0.678,NL,['SD'],['NL'],"[2022, 2023, 2024]",4149,8226,0,100,Active,0
398452,Andres Gimenez,CLE,2B,25,3033,10773,1458,2898,540,81,306,1359,495,90,666,2241,81,72,468,0.242,0.307,0.342,0.649,AL,['CLE'],['AL'],"[2022, 2023, 2024]",4032,8343,0,100,Active,0
870242,Alec Bohm,PHI,3B,27,3033,11628,1566,3303,630,36,333,1809,72,45,792,2070,0,153,90,0.338,0.4,0.534,0.934,NL,['PHI'],['NL'],"[2022, 2023, 2024]",4185,8415,0,100,Active,0
442957,CJ Abrams,WSH,SS,23,17728,63680,9024,15936,3008,768,1728,6720,3968,704,3072,12672,384,384,1600,0.277,0.337,0.52,0.857,AL,"['WAS', 'SD', 'WSH']","['AL', 'NL']","[2022, 2023, 2024]",20608,49344,0,100,Active,0
468159,Pete Alonso,NYM,1B,29,3177,11817,1881,2862,495,18,855,2439,90,18,1323,2799,0,126,324,0.223,0.305,0.453,0.758,NL,['NYM'],['NL'],"[2022, 2023, 2024]",4509,9279,0,100,Active,0
708706,Eugenio Suarez,ARI,3B,32,3168,11601,1458,2700,558,18,504,1845,27,9,1386,4095,0,171,252,0.223,0.293,0.345,0.638,AL,"['ARI', 'SEA']",['AL'],"[2022, 2023, 2024]",4338,9153,0,100,Active,0
228180,Nolan Arenado,STL,3B,33,2979,11385,1422,3168,693,27,522,1944,72,63,954,1800,0,135,108,0.27,0.331,0.372,0.703,NL,['STL'],['NL'],"[2022, 2023, 2024]",4230,8325,0,100,Active,0
410759,Paul Goldschmidt,STL,1B,36,3087,11709,1908,3294,675,0,567,1872,171,18,1638,3195,0,63,81,0.197,0.28,0.279,0.559,NL,['STL'],['NL'],"[2022, 2023, 2024]",5013,8496,0,100,Active,0
238037,Christian Walker,ARI,1B,33,3222,11808,1773,2970,594,36,684,2016,117,36,1404,2700,0,162,171,0.265,0.376,0.442,0.818,AL,['ARI'],['AL'],"[2022, 2023, 2024]",4545,9009,0,100,Active,0
698420,Austin Riley,ATL,3B,27,3195,12582,2061,3447,711,63,702,1872,45,9,1170,3411,0,135,252,0.245,0.319,0.388,0.707,NL,['ATL'],['NL'],"[2022, 2023, 2024]",4869,9387,0,100,Active,0
604527,Ronald Acuna,ATL,OF,26,2835,11313,2268,3402,585,36,531,1494,1044,243,1395,2286,0,54,198,0.252,0.36,0.354,0.714,NL,['ATL'],['NL'],"[2022, 2023, 2024]",4995,8109,0,100,Active,0
537625,Michael Harris,ATL,OF,23,2601,9594,1512,2781,594,63,360,1215,405,81,486,2169,18,27,99,0.259,0.301,0.374,0.675,NL,['ATL'],['NL'],"[2022, 2023, 2024]",3366,6912,0,100,Active,0
883053,Spencer Torkelson,DET,1B,24,2763,10017,1269,2223,567,18,360,1224,27,9,1053,2772,0,72,117,0.224,0.294,0.333,0.627,AL,['DET'],['AL'],"[2022, 2023, 2024]",3393,7911,0,100,Active,0
331731,Oneil Cruz,PIT,SS,25,1224,4590,612,1116,180,36,225,675,144,45,405,1665,0,18,9,0.265,0.312,0.449,0.761,NL,['PIT'],['NL'],"[2022, 2023, 2024]",1530,3483,0,100,Active,0
975297,Randy Arozarena,TB,OF,29,3096,11547,1665,2853,576,54,450,1701,549,207,1314,3258,0,63,270,0.158,0.263,0.329,0.592,AL,['TB'],['AL'],"[2022, 2023, 2024]",4437,8964,0,100,Active,0
8769,Salvador Perez,KC,C,34,2646,10161,1107,2682,477,9,486,1701,0,0,432,2412,0,99,207,0.329,0.388,0.555,0.943,AL,['KC'],['AL'],"[2022, 2023, 2024]",3321,7686,0,100,Active,0
705394,Starling Marte,NYM,OF,35,2151,8334,1197,2259,324,54,225,954,441,117,468,1827,27,9,189,0.255,0.301,0.372,0.673,NL,['NYM'],['NL'],"[2022, 2023, 2024]",2916,6264,0,100,Active,0
842624,George Springer,TOR,OF,34,2916,11439,1701,2916,459,45,441,1386,360,63,1161,2286,0,81,108,0.2,0.273,0.29,0.563,AL,['TOR'],['AL'],"[2022, 2023, 2024]",4185,8631,0,100,Active,0
932438,Jung Hoo Lee,SF,OF,25,37,145,15,38,4,0,2,8,2,3,10,13,0,2,1,0.262,0.31,0.331,0.641,NL,['SF'],['NL'],"[2022, 2023, 2024]",49,108,0,100,Active,0
280595,Christopher Morel,CHC,OF,24,2340,8208,1251,1962,351,72,459,1296,180,99,828,2754,36,54,45,0.228,0.309,0.448,0.757,NL,['CHC'],['NL'],"[2022, 2023, 2024]",2835,6291,0,100,Active,0
84037,Riley Greene,DET,OF,23,2088,8091,1134,2160,396,81,225,873,72,36,882,2520,0,54,45,0.248,0.368,0.497,0.865,AL,['DET'],['AL'],"[2022, 2023, 2024]",3087,5976,0,100,Active,0
144411,Andrew Vaughn,CWS,1B,26,2925,10989,1224,2826,603,27,351,1485,9,0,693,2376,0,72,198,0.207,0.266,0.29,0.556,AL,['CWS'],['AL'],"[2022, 2023, 2024]",3717,8361,0,100,Active,0
923257,Yainer Diaz,HOU,C,25,1332,4563,594,1269,270,9,234,711,0,0,171,864,0,72,54,0.278,0.312,0.403,0.715,AL,['HOU'],['AL'],"[2022, 2023, 2024]",1494,3348,0,100,Active,0
19512,Jorge Polanco,SEA,2B,30,2016,7389,954,1728,324,0,315,1053,72,45,1080,2115,0,63,45,0.188,0.291,0.306,0.597,AL,"['SEA', 'MIN']",['AL'],"[2022, 2023, 2024]",2853,5706,0,100,Active,0
972320,Alex Bregman,HOU,3B,30,3177,11826,1836,3006,648,36,441,1836,54,27,1737,1656,0,117,171,0.201,0.27,0.264,0.534,AL,['HOU'],['AL'],"[2022, 2023, 2024]",4914,8991,0,100,Active,0
780435,Jurickson Profar,SD,OF,31,20480,75392,10176,19008,4544,256,1920,8384,512,128,9088,13888,192,576,704,0.319,0.4,0.5,0.9,NL,"['SD', 'COL']",['NL'],"[2022, 2023, 2024]",28800,57088,0,100,Active,0
520018,Kyle Tucker,HOU,OF,27,3114,11358,1764,3078,648,54,648,2223,549,81,1521,1962,0,108,36,0.271,0.397,0.59,0.987,AL,['HOU'],['AL'],"[2022, 2023, 2024]",4635,8316,0,100,Active,0
937243,Ryan Mountcastle,BAL,1B,27,2664,10089,1332,2637,540,27,414,1539,81,18,810,2673,0,144,63,0.28,0.323,0.497,0.82,AL,['BAL'],['AL'],"[2022, 2023, 2024]",3510,7515,0,100,Active,0
75895,Michael Conforto,SF,OF,31,326,1098,154,274,42,2,44,156,8,2,128,276,0,8,14,0.28,0.331,0.49,0.821,NL,['SF'],['NL'],"[2022, 2023, 2024]",416,838,0,100,Active,0
1024151,Bo Bichette,TOR,SS,26,2979,12294,1557,3537,702,45,414,1611,189,108,693,2664,0,36,54,0.203,0.258,0.294,0.552,AL,['TOR'],['AL'],"[2022, 2023, 2024]",4284,8811,0,100,Active,0
